company_name,title,job_title,job_summary,city,state,id
"Amazon.com Services, Inc.",Data Engineer,"Data Engineer I, Amazon Payment Products","As a Data Engineer you will be working in one of the world''s largest and most complex data warehouse environments. Data modeling, ETL and reporting.",Seattle, WA,1130
"Amazon.com Services, Inc.",Data Engineer,Data Engineer-CS Operational Excellence,"Improve upon the data ingestion models, ETLs, and alarming to maintain data integrity and data availability. Knowledge of data management fundamentals and data…",Seattle, WA,1131
Businessolver,Data Engineer,Cloud Data Engineer,"Experience with complex/large data sets (Big Data). The Cloud Data Engineer (CDE) will be responsible for architecting, developing, implementing, and operating…",Seattle, WA,1132
Textio,Data Scientist,"Data Science Manager, Analytics","Leading feature work in multi-functional squads with product managers, engineers, fellow data scientists, and colleagues across the business.",Seattle, WA,1133
TenPoint7,Data Engineer,Data Engineer,"Data ingestion, data integration, data modeling, data processing and data visualization. Analytical – Understand data and all its potential.",Seattle, WA,1134
OfferUp,Data Engineer,Senior Data Engineer,"Experience building data pipelines and real-time data streams. As the Data Engineering team, we build and operate OfferUp''s data platform for streaming and…",Bellevue, WA,1135
"Amazon.com Services, Inc.",Data Engineer,"Data Engineer, Global Specialty Fulfillment",We are seeking Data Engineer. Experience developing tools for data engineers and machine learning. Knowledge of data management fundamentals and data storage…,Seattle, WA,1136
Zulily,Data Scientist,Data Scientst,Conducts exploratory data analysis and prepares visualizations summarizing key features of the data. You’ll use reproducible research techniques to create…,Seattle, WA,1137
Coupang,Data Engineer,Senior Data Engineer,"4+ years of experience in data integration applications, data processing applications, data warehouse, business intelligence, SQL.",Seattle, WA,1138
Amazon Services LLC,Data Engineer,Senior Data Engineer,We are looking for Data Engineers who has a passion for data and a passion for supplying their clients with that data. Excellent knowledge of SQL and Unix.,Seattle, WA,1139
Navigating Cancer,Data Engineer,"Senior Data Engineer, Health Technology","Participate in discussions with business and technical teams about consolidation of business data into data warehouses, data marts, data lakes, and other data…",Seattle, WA,1140
Zillow Group,Data Engineer,Senior Data Engineer- Enterprise Data Platform,"As a Data Engineer, you should be an expert with data warehousing components (e.g. Data integrity, data security, analysis, validation, and documentation.",Seattle, WA,1141
"Amazon.com Services, Inc.",Data Engineer,"Data Engineer, Affiliate Marketing","4+ years of industry experience as a Data Engineer or related specialty (e.g., Software Engineer, Business Intelligence Engineer, Data Scientist) with a track…",Seattle, WA,1142
"Meridian Technologies, Inc",Data Engineer,Big Data Engineer,"We are looking for strong Big Data Engineers and Data Analysts. Are passionate about data, technology, & creative innovation.",Seattle, WA,1143
Avalara,Data Engineer,"Senior Data Engineer, BI and Analytics","Practice/Implement data security, encryption and masking policies across various data sets and data sources. The Data Engineer within the BI and Analytics team…",Seattle, WA,1144
The Climate Corporation,Data Scientist,Data Scientist - Deep Learning,"The Data and Analytics team is focused on creating competitive advantage for The Climate Corporation and our customers through novel data infrastructure,…",Seattle, WA,1145
Accenture,Data Engineer,Data Engineer Consultant,"We’re also the world’s largest team of data scientists, data engineers, and experts in machine learning and AI. A great day for us?",Seattle, WA,1146
Blue Origin,Data Engineer,Systems Data Engineer - New Glenn,Perform data mining for valued projects. Technical expertise in data visualization tools (e.g. You will work across the New Glenn program with teams of…,Kent, WA,1147
"Amazon.com Services, Inc.",Data Engineer,Legal Data Engineer,"Amazon Legal is looking for an outstanding, analytical, and technically skilled Data Engineer to join our Legal Technology team.",Seattle, WA,1148
Beyondsoft Consulting,Data Engineer,Sr. Data Engineer,"Production support, job scheduling/monitoring, ETL data quality, data freshness reporting. Loading from disparate data sets by leveraging various big data…",Seattle, WA,1149
Deloitte,Data Engineer,Data Engineer- Python,"Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights…",Seattle, WA,1150
"Amazon.com Services, Inc.",Data Scientist,"Data Scientist, Advertising","In cases where questions cannot be answered with available data, work with engineers to produce the required data. Depth and breadth in quantitative knowledge.",Seattle, WA,1151
Outreach,Data Analyst,Data Science Research Internship,3+ years experience in Data Science. Data is at the core of Outreach's strategy. The mission of the Data Science team is to accelerate the success of our…,Seattle, WA,1152
Microsoft,Data Scientist,Principal Engineer - Data Scientist,"Azure, ML, AI, big data. Leverage machine learning and big data to facilitate meeting the goals listed above. Identity engineering employees have deep technical…",Redmond, WA,1153
Slalom Consulting,Data Engineer,Cloud Data Engineer,"The Data & Analytics practice at Slalom is a full-service data practice with competencies across information strategy, modern data architecture, data…",Seattle, WA,1154
Convoy,Data Scientist,Data Scientist - Supply Operations,Experience with Tableau or other similar data visualization tool. The Data Science team is at the core of Convoy’s platform. You have the following experience:,Seattle, WA,1155
Facebook,Data Scientist,"Data Scientist, Analytics - Ads Manager","Work with data engineers to architect data and modeling pipelines. Plan, and be able to conduct as needed, end-to-end analyses, from data requirement gathering,…",Seattle, WA,1156
"Amazon.com Services, Inc.",Data Engineer,Data Engineer - AWS,We are looking for an experienced data engineer to support our service team: Experience in using SQL to analyze data in a database or data warehouse and a major…,Seattle, WA,1157
Likewise,Data Engineer,Big Data Engineer,Build data process pipelines for new and existing data sources. Work closely with the Data Science team to complete all data needs. Azure experience is a plus.,Bellevue, WA,1158
Dropbox,Data Engineer,Lead Data Engineer,"Build data expertise and own data quality for various data flows. The Data Engineer is responsible for designing and developing robust, scalable solutions for…",Seattle, WA,1159
"Amazon.com Services, Inc.",Data Engineer,Data Engineer II - Payment Acceptance & Experience,Data engineering fundamentals in data architecture. Data engineering fundamentals in data set design. The PAE Data team is a cross functional team of data…,Seattle, WA,1160
Expedia Group,Data Scientist,Data Scientist I,"You understand the concepts and steps involved when working real-world large data sets, from domain-specific problem understanding, data preparation, data…",Bellevue, WA,1161
Symetra,Data Engineer,Sr Data Engineer,"Lead data governance and guide all data schema/configuration changes. A Data Professional Certification (e.g., ICCP Certified Data Professional, BI Professional…",Bellevue, WA,1162
Novo Nordisk,Data Scientist,Data Scientist II Job,The Data Scientist reports to the Head of Digital Therapeutics Research and Data Science. Actively mentor more junior data scientists.,Seattle, WA,1163
Prokarma Inc.,Data Analyst,Data Analyst,Hands-on ability to manipulate data and build analytical data sets. Collaborate with data engineers to optimize the data platform to product the analysis…,Seattle, WA,1164
OneAPPS,Data Engineer,Sr. Big Data Engineer,"Data Warehousing Experience with Oracle, Redshift, Teradata, etc. At OneAPPS, we are looking for Sr. On contract for one of our client projects.",Seattle, WA,1165
"Amazon.com Services, Inc.",Data Scientist,Sr. Data Scientist,"The PeopleInsight team is a collaborative group of Business Analysts, Business Intelligence Engineers, Data Engineers, Data Scientists, Product Managers, and…",Seattle, WA,1166
Apptentive,Data Engineer,Software Engineer- Data Analytics Platform,Software Engineer- Data Analytics Platform. We are looking for a platform engineer to help build out a petabyte-scale data processing system and integrate that…,Seattle, WA,1167
Expedia Group,Data Engineer,Software Dev Engineer II - Data Science,Develop custom data models and algorithms to apply to data sets. Develop end-to-end ML data pipelines. Work with large volumes of data;,Seattle, WA,1168
QVC,Data Scientist,Data Scientist,Conducts exploratory data analysis and prepares visualizations summarizing key features of the data. You’ll use reproducible research techniques to create…,Seattle, WA,1169
KPMG,Data Scientist,"Manager, Data Scientist, Natural Language Processing (NLP)","Lead the ETL process to ingest structured data and annotation processes to enrich unstructured data leveraging a variety of data sources (social media, news,…",Seattle, WA,1170
Microsoft,Data Scientist,"Data Scientist II, Healthcare AI","In your role as Data Scientist II, you will work on real-world problems with customers to create new meaning out of patient data.",Redmond, WA,1171
Pacific Northwest National Laboratory,Data Scientist,Data Scientist,"The Advanced Computing, Mathematics, and Data (ACMD) Division at the Pacific Northwest National Laboratory is seeking for a Data Scientist for its Data Sciences…",Richland, WA,1172
Amazon Services LLC,Data Engineer,"Manager III, Data Engineer","Experience mentoring and managing other Data Engineers or Software Development Engineers, ensuring data engineering best practices are being followed.",Seattle, WA,1173
Amazon Digital Services LLC,Data Scientist,Data Scientist,"You will also work with a team of economists, scientists, and software engineers to automate and scale the analysis and dissemination of big data, and to make…",Seattle, WA,1174
Tableau,Data Engineer,Senior Data Engineer – Marketing,"The Senior Data Engineer role will help solve challenging data integration problems by participating in development, architecture and operations work, related…",Seattle, WA,1175
"Amazon.com Services, Inc.",Data Engineer,Sr. Big Data Engineer,"7+ years of experience as a Data Engineer, BI Engineer, Business/Financial Analyst or Systems Analyst in a company with large, complex data sources.",Seattle, WA,1176
Centrica,Data Scientist,Software Engineer - Data Scientist,"You will collaborate with a high-caliber global team of software engineers, data scientists and researchers to share knowledge and successfully integrate…",Seattle, WA,1177
"MobiledgeX, Inc.",Data Analyst,Cloud Business Analyst/Strategist,"Be able to work with engineers to shape requirements and project their market impact. US Based - preferred Bay Area, Seattle. Who we are looking for:",Seattle, WA,1178
Kavout Corporation,Data Engineer,Senior Data Engineer,"You are knowledgeable about data modeling, data access, data analysis, and data storage techniques. Build large-scale batch and real-time data pipelines with…",Seattle, WA,1179
Microsoft,Data Scientist,Principal Data Scientist,"Collaborate with other data scientists, domain experts and engineers to set and navigate strategic research directions. What if we could “read” this story?",Redmond, WA,1180
"Amazon.com Services, Inc.",Data Engineer,Data Engineer II (L5) - Business Data Technologies,"Industry experience as a Data Engineer or related specialty (e.g., Software Engineer, Business Intelligence Engineer, Data Scientist) with a track record of…",Seattle, WA,1181
"Amazon.com Services, Inc.",Data Engineer,"Sr. Data Engineer, Ads Partner Network","Demonstrated strength in data modeling, ETL development, and Data warehousing. Experience providing technical leadership and mentoring other engineers for best…",Seattle, WA,1182
"Discovery Communications, LLC",Data Engineer,Data Engineer,This engineer will ensure the ongoing performance of reliable and efficient data systems using AWS and other data technologies.,Bellevue, WA,1183
"Discovery Communications, LLC",Data Analyst,Business Analyst,"Work with data engineering teams to identify scalable, accessible data sources for analysis and operational use. Experience with Adobe Analytics is a plus.",Bellevue, WA,1184
GoDaddy,Data Engineer,Principal Software Development Engineer - Data Engineering,"As a Principal Software Development Engineer, you will help to design and build the core pieces on which our data pipelines will run.",Kirkland, WA,1185
Blueprint Technologies,Data Engineer,Senior Data Engineer,"Blueprint is looking for Senior Data Engineer to join us to join our team in Bellevue, WA!! We have a special focus in cloud and infrastructure, data platform…",Bellevue, WA,1186
"Amazon.com Services, Inc.",Data Scientist,Data Scientist Compensation,"Partner with data engineering teams to improve data assets, quality, metrics and insights. Analyze and validate data to ensure high data quality and reliable…",Seattle, WA,1187
Thunder,Data Scientist,Data Scientist / Data Engineer,"Strong understanding of machine learning, recommendation systems, predictive analytics, and multivariate analysis.",Bellevue, WA,1188
Advantage Resourcing,Data Analyst,Data Analyst / Business Analyst,Data Analyst / Business Analyst - 555262. Design data visualizations and dashboards to effectively communicate results. 6 months with possible extensions.,Kirkland, WA,1189
"EtiVenture, Inc.",Data Engineer,Senior Data Engineer,Qualifications of Senior Data Engineer: Requirements of Senior Data Engineer: Preferred Experience of Senior Data Engineer. Work references will be requested.,Seattle, WA,1190
People tech group,Data Engineer,Jr. Big Data Engineer,"Data Concepts (ETL, near-/real-time streaming, data structures, metadata and workflow management). Big Data (Hadoop, Hive, Map-Reduce).",Redmond, WA,1191
Nintendo of America Inc.,Data Engineer,CONTRACT - Data Engineer (NTD),"Experience with ETL data workflows. Experience with real-time data processing. Architect, prototype, and productize big data processing pipelines for analytics…",Redmond, WA,1192
Liberty Mutual Insurance,Data Engineer,Associate / Data Engineer,"The hiring manager is open to an Associate Data Engineer / Data Engineer. As an Associate Data Engineer / Data Engineer, you will work collaboratively on a…",Seattle, WA,1193
Healthentic Inc.,Data Engineer,Healthcare Data Engineer,"At least 2 years of experience working with healthcare data and data processing, specifically dental, medical, pharmacy eligibility and claims data.",Seattle, WA,1194
Seen by Indeed,Data Engineer,Data Engineer,Seen by Indeed is a free service that connects qualified job-seekers (that's you) with top companies hiring tech roles.,Seattle, WA,1195
Egencia,Data Engineer,"Manager, Data Engineering","Lead and develop your team of Data Engineers, BI Developers, Software Engineers. 1+ years in developing AWS data engineering solutions.",Bellevue, WA,1196
Nintendo of America Inc.,Data Engineer,Senior Data Engineer,Detailed design and build of the enterprise data warehouse and data marts from inception through production support.,Redmond, WA,1197
Experfy,Data Engineer,"Big Data Engineer - Deloitte (Remote, Freelance/Contract)","4 years of hands-on experience as a Data Engineer in a Big Data environment (Spark, Hive, HDFS, Sqoop). Strong SQL knowledge and data analysis skills for data…",Seattle, WA,1198
Liberty Mutual Insurance,Data Engineer,Senior Data Engineer,"Improve speed to market by focusing on current Agency & Strategic Partners data needs as well as building out the long-term strategic data solutions using AWS,…",Seattle, WA,1199
"Transaction Network Services, Inc",Data Engineer,Data Engineer,"The Splunk Data Engineer is responsible for supporting the efforts of the data science team and it’s overall mission of providing a platform for the ingestion,…",Seattle, WA,1200
"Akvelon, Inc.",Data Engineer,Big Data Engineer (MS1892),"Big Data Engineer/ Data Scientist *. Big data analysis – big data tech – Hadoop, databricks, etc. Solid data base background preferably SQL.",Redmond, WA,1201
Nintendo of America Inc.,Data Engineer,CONTRACT - Data Engineer,"2+ years supporting data warehousing and analytics projects, including using AWS technologies— Redshift, S3, EC2, etc.—and other big data technologies.",Redmond, WA,1202
PACCAR Technical Center,Data Engineer,Data Engineer,"5+ years in relevant experience as data engineer, software engineer, business intelligence engineer, or equivalent developing DB schemas, creating ETLs, and…",Mount Vernon, WA,1203
Tesla,Data Scientist,Data Scientist/Machine Learning Engineer,You should be strong in developing Data Algorithms as well as data pipelines to make recommendations about content delivery.,Seattle, WA,1204
eXcell,Data Scientist,Database Engineer / Data Scientist,The Database Engineer / Data Scientist will be instrumental in collecting data around processes and creating a warehouse for various teams to consume.,Redmond, WA,1205
Solarity Credit Union,Data Analyst,Senior Data Analyst,"If you are an individual with a disability and require a reasonable accommodation to complete any part of the application process, or are limited in the ability…",Yakima, WA,1206
Abstract Tokenization,Data Scientist,Data Scientist,"Experience creating and using advanced machine learning algorithms and techniques- simulation, scenario analysis, modeling, clustering, decision tree learning,…",Seattle, WA,1207
Jobot,Data Scientist,Data Scientist,"Our ideal candidate will come from an industrial Manufacturing environment, have experience with Process Control, Machine Learning, modeling, automation, and…",Spokane, WA,1208
Tesla,Data Scientist,Data Scientist/Machine Learning Engineer,We are looking for a Sr Data Scientist to help develop digital marketing solutions for us.You should be strong in developing Data Algorithms as well as data…,Seattle, WA,1209
eXcell,Data Scientist,Database Engineer / Data Scientist,"We are looking for seasoned engineers with strong passion for customer focused solutions, insight and industry knowledge, and technical expertise who can…",Redmond, WA,1210
BOEING,Data Scientist,Data Scientist,Experience in programming any language such as SQL OR SAS OR Python OR R OR any other.Boeing is a Drug Free Workplace where post offer applicants and employees…,Seattle, WA,1211
Booz Allen Hamilton,Data Scientist,"Data Scientist, Junior","You’ll develop algorithms, write scripts, build predictive analytics, use automation, apply machine learning to turn disparate data points into objective…",Seattle, WA,1212
Microsoft,Data Scientist,Data Scientist,"Python, R, Ruby, node.js, C#, Java, C++, C.If you need assistance and/or a reasonable accommodation due to a disability during the application or the…",Redmond, WA,1213
"Discovery Communications, LLC",Data Scientist,Data Scientist,The Data Scientist will bring their experience and skill to the Data Science and Analytics team and contribute wholly or partly in creating scalable data models…,Bellevue, WA,1214
Allstate,Data Scientist,Data Scientist: Deep Learning & NLP,"In R, Python, Matlab) and deep learning tools (e.g.Advise data scientists and business partners on applying NLP in their work and regularly train them on the…",Bothell, WA,1215
Wish,Data Scientist,Data Scientist,"Apply machine learning techniques to improve Wish’s product and operation.Statistics, machine learning, optimization, and economics.",Seattle, WA,1216
Knowesis Inc.,Data Scientist,Data Scientist I,"Prior experience using statistical software application such R, Tableau, or other data visualization software.Enter and analyze data within government systems.",Lewis McChord, WA,1217
Zillow Group,Data Scientist,"Data Scientist, Zillow Offers",You will serve as a mentor to other Data Scientists on the team and Analysts across the company by leading learning academies and serving as an available…,Seattle, WA,1218
Tredence Inc.,Data Scientist,Data Scientist / Data Analytics,"Our capabilities range from Data Visualization, Data Management to Advanced analytics, Big Data and Machine Learning.SQL - Advanced HIVE SQL (incl.",Seattle, WA,1219
red violet,Data Scientist,Data Scientist,"Degree in Computer Science, Machine Learning, Math, Statistics, Physics, or related field.Experience working with large data sets for data mining, analytics,…",Seattle, WA,1220
TIBCO Software,Data Scientist,Senior Data Scientist,"You will lead technical projects developing analytics deliverables using methods from data mining, machine learning, and statistical modeling.",Seattle, WA,1221
SAP,Data Scientist,Data Scientist,"Seeks a Data Scientist at our Bellevue, WA location to build and deploy Machine Learning solutions.Extract and transform data from Large databases to a form…",Bellevue, WA,1222
"Conceptualeyes, LLC",Data Scientist,Data Scientist – Natural Language Processing,"Degree in a quantitative discipline such as Predictive Analytics, Statistics, Mathematics, or Computer Science with coursework in Machine Learning and Natural…",Seattle, WA,1223
Grab Taxi,Data Scientist,AI Data Scientist,We develop and apply deep learning and machine learning to our large-scale datasets and wide-ranging applications.Get to know the role:,Bellevue, WA,1224
"Amazon.com Services, Inc.",Data Scientist,Data Scientist,"Experience in SQL, R, Python, or another scripting language;Contextual text mining, and application of deep learning to NLP.The ideal candidate will be:",Seattle, WA,1225
"ExtraHop Networks, Inc.",Data Scientist,Intern Data Scientist,"Our breakthrough approach to analytics and machine learning helps our customers investigate threats, ensure the delivery of critical applications, and secure…",Seattle, WA,1226
Apple,Data Scientist,Data Scientist - Experimentation,We're looking for a Data Scientist with a passion for delivering data-informed insights and deep knowledge of testing & experimentation.,Seattle, WA,1227
XLFN Consulting,Data Scientist,"Data Scientist / BI Developer - Python, R, SAS, Power BI (Remote)","Proficiency with Python, R, MySQL, and MS SQL.Experience with and willingness to support project management, Agile and documentation in Jira.",Seattle, WA,1228
Indeed,Data Scientist,Senior Data Scientist,The base salary range below represents the low and high end of the Indeed salary range for this position.You will build and implement machine learning models…,Seattle, WA,1229
ASSURANCE,Data Scientist,Data Scientist,"Our team of world class software engineers, data scientists, and business professionals are modernizing how people obtain and manage their financial life all…",Seattle, WA,1230
In-Depth Genomics,Data Scientist,Data Scientist,Data scientists will join the IDG team at our offices in Bellevue WA – relocation support may be discussed on an individual basis.,Bellevue, WA,1231
Amazon Services LLC,Data Scientist,Data Scientist,"Master’s in a quantitative field such as Machine Learning, Data Science, Statistics, Applied Mathematics, Physics, Computer Science, or Economics.",Seattle, WA,1232
Concur Technologies,Data Scientist,Data Scientist,"Seeks a Data Scientist at our Bellevue, WA location to build and deploy Machine Learning solutions.Extract and transform data from Large databases to a form…",Bellevue, WA,1233
Neal Analytics,Data Scientist,Data Scientist,"Deep experience with the R statistical programming language, including dplyr and associated packages.Background and experience with statistical methods, data…",Redmond, WA,1234
Amplero,Data Scientist,Data Scientist,"You''re an expert with data analysis and visualization tools including Python (including NumPy, SciPy, Pandas, scikit-learn) and other packages that enable data…",Seattle, WA,1235
The Climate Corporation,Data Scientist,Data Scientist - Deep Learning,"In machine learning, statistics, applied mathematics or other relevant technical field.In order to take advantage of increasing amounts of agricultural and…",Seattle, WA,1236
Zillow,Data Scientist,Data Scientist - Intern,"Dive into Zillow''s internal and third party data (think Hive, Presto, SQL Server, Redshift, Python, Mode Analytics, Tableau, R) to identify opportunities for…",Seattle, WA,1237
Virginia Mason Medical Center,Data Scientist,Clinical Data Scientist,"As a member of the Clinical Decision Support/Clinical Analytics team, the Clinical Data Scientist will anticipate and support the information needs of our…",Seattle, WA,1238
EY,Data Analyst,"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)","Must have 4 years of recent hands-on experience using advanced analytics, machine learning or artificial intelligence to solve business problems.",Seattle, WA,1239
Varsity Tutors,Data Scientist,Director of Data Science and Analytics,"We are looking for a proven leader with experience building teams, guiding application of data science and machine learning methods, with an eye and passion for…",Seattle, WA,1240
"Amazon.com Services, Inc.",Data Scientist,"Data Scientist, Advertising",Apply statistical or machine learning knowledge to specific business problems and data.Excellent verbal and written communication skills with the ability to…,Seattle, WA,1241
"ExtraHop Networks, Inc.",Data Scientist,Data Scientist,"Our breakthrough approach to analytics and machine learning helps our customers investigate threats, ensure the delivery of critical applications, and secure…",Seattle, WA,1242
Visa,Data Scientist,Chief Data Scientist,"For a payment system to work well, advance technologies such as data platform, big data, data mining, machine learning, cloud, etc. are critical.",Bellevue, WA,1243
Zillow Group,Data Scientist,"Data Scientist, Zillow Offers ML Team","You will dive into and explore Zillow''s rich set of internal and third party data (think Hive, Presto, SQL Server, Redshift, Python, Mode Analytics, Tableau, R)…",Seattle, WA,1244
BOEING,Data Analyst,Data Science & Analytics Intern (Paid) - Summer 2020,"Statistics, machine learning (computer science), data science, mathematics, business analytics, or information systems.Find your future with us.",Bellevue, WA,1245
"Amazon.com Services, Inc.",Data Scientist,"Data Scientist, Alexa Shopping","5+ years of experience with machine learning, statistical modeling, data mining, and analytics techniques.Bachelor or Master''s degree in highly quantitative…",Seattle, WA,1246
Google,Data Scientist,"Data Scientist Intern, PhD, 2020","We support the development of innovative, highly scalable, next-generation technologies through deep research and advanced analysis.",Seattle, WA,1247
Convoy,Data Scientist,Data Scientist - Marketplace Growth,"The breadth of the problems space is huge, spanning machine learning, optimization, metric definition, econometrics, and analytics domains.",Seattle, WA,1248
Convoy,Data Scientist,Data Scientist - Supply Operations,"The breadth of the problems space is huge, spanning machine learning, optimization, metric definition, econometrics, and analytics domains.",Seattle, WA,1249
Pokemon Company International,Data Scientist,Data Scientist,"Experience with statistical packages such as R, Python, or SAS.Expert user of SQL for data analysis.Experience with data visualization through Looker, Tableau…",Bellevue, WA,1250
Big Fish Games,Data Analyst,Senior Data Analyst,"You have 8+ years of work experience applying data analysis and visualization techniques.Contribute - Work with little to no supervision, partnering with…",Seattle, WA,1251
ERNIESYS,Data Scientist,Data Scientist,"How would you like to work in a highly dynamic Health care startup?A BS (preferably an MS or PhD) in a quantitative discipline (such as computer science,…",Seattle, WA,1252
Facebook,Data Scientist,"Data Scientist, Analytics","We''re looking for Data Scientists to work on our core and business products (ex.R, SAS) or other methods.You are focused on results, a self-starter, and have…",Seattle, WA,1253
Talking Rain Beverage Company,Data Scientist,Data Scientist,"Serve as a subject matter expert in Data Science, developing strong relationships with partners across Talking Rain as you conduct and support white-boarding…",Issaquah, WA,1254
"A2Z Development Center, Inc.",Data Scientist,Data Scientist,Collaborate with other Devices data scientists and research scientists to build measurement plans/scalable research studies for assessing the impact of…,Seattle, WA,1255
Facebook,Data Scientist,"Data Scientist, Analytics (Integrity)","We''re looking for Data Scientists to work on measuring, detecting, reducing, and preventing negative experiences such as Hate Speech and Fake News in order to…",Seattle, WA,1256
Alaska Airlines,Data Analyst,Intern- Data Science,"Manage the full data lifecycle for your business problems, including data collection, data mining, data integration, data analysis, extracting insights, and…",Seattle, WA,1257
"Amazon.com Services, Inc.",Data Scientist,Product Data Scientist,Predict future customer behavior and business conditions through machine learning and predictive modeling.3+ years of work experience in deep data analysis and…,Seattle, WA,1258
Oracle,Data Scientist,Data Scientist,"Good foundation understanding of data mining, machine learning and data sciences.Bachelor’s or Master’s degree in a quantitative field such as Statistics,…",Seattle, WA,1259
Pacific Northwest National Laboratory,Data Scientist,Data Scientist - Intermediate,"Our research portfolio – spanning from basic to applied – includes statistical modeling and experimental design, applied statistics, applied mathematics,…",Richland, WA,1260
Uplight,Data Scientist,Data Scientist,"Experience with designing and running statistical algorithms, specifically regression, as well as knowledge of machine learning approaches.What you get to do:",Seattle, WA,1261
"Amazon.com Services, Inc.",Data Scientist,"Data Scientist, Alexa Excellence","Work with central economics, machine learning, finance and other analytics team to ensure the most efficient and effective allocation of resources to tackle the…",Seattle, WA,1262
Hotwire,Data Scientist,Data Scientist II (Seattle),"Master’s degree with 2-5 years of experience in a quantitative discipline (Computer Science, Machine Learning, Operations Research, Applied Mathematics,…",Seattle, WA,1263
Convoy,Data Scientist,Data Scientist - Shipment Acquisition & Growth,"The breadth of the problems space is huge, spanning machine learning, optimization, metric definition, econometrics, and prediction domains.",Seattle, WA,1264
RealSelf,Data Scientist,Data Scientist,"Work with internal stakeholders to refine and teach the use of tools you have built, and present findings to a wide range of colleagues, from data scientists to…",Seattle, WA,1265
FlyHomes,Data Scientist,Data Scientist,"Fluency in a programming language (Python, C,C++, Java, SQL) If R or Julia, must be able to scale algorithmsFamiliarity with Big Data frameworks and…",Seattle, WA,1266
Tableau,Data Scientist,Senior Data Scientist,"The ideal candidate is adept at manipulating, cleaning, and analyzing large datasets over multiple domains, and is experienced at using a variety of machine…",Seattle, WA,1267
Possible Finance,Data Scientist,"Data Scientist, Credit Risk","Experience in Python, R, SQL.Our initial product is a mobile app that provides small dollar installment loans using machine learning and bank transaction data…",Seattle, WA,1268
"Amazon.com Services, Inc.",Data Scientist,Data Scientist Compensation,"Proficient using Python, R, Stata, Matlab or other statistical or machine learning software.Demonstrated experience in data mining, machine learning techniques…",Seattle, WA,1269
"Amazon.com Services, Inc.",Data Scientist,Sr. Data Scientist,"Experience in SQL, R, Python, or another scripting language;Knowledge of various machine learning techniques and key parameters that affect their performance.",Seattle, WA,1270
Porch,Data Scientist,Lead Data Scientist,"Manage a team of data scientists, potentially machine learning engineers as well, providing technical direction and mentorship.To lead our Data Science team.",Seattle, WA,1271
Google,Data Scientist,"Data Scientist, Engineering","Applied experience with machine learning on large datasets.Experience with statistical software (e.g., R, Python, MATLAB, pandas) and database languages (e.g.,…",Seattle, WA,1272
Pivotal Consulting,Data Analyst,Data Analyst / Data Applied Scientist,"Background in fields like computer science, mathematics, statistics, machine leaning, operations research, data mining, AI, psychology.",Redmond, WA,1273
Amazon Digital Services LLC,Data Scientist,Data Scientist,"A qualified candidate must have demonstrated ability to manage medium-scale modeling projects, identify data requirements and build methodology and tools that…",Seattle, WA,1274
Pacific Northwest National Laboratory,Data Scientist,Data Scientist,This is an excellent opportunity to develop your scientific career in a world-class research institution by joining an interdisciplinary research team that…,Richland, WA,1275
Outreach,Data Scientist,Data Scientist,"We use it for everything from customer health scores and revenue dashboards, to operational metrics of our AWS infrastructure, to helping increase product…",Seattle, WA,1276
"Amazon.com Services, Inc.",Data Scientist,"Data Scientist, Global Networks",Amazon is seeking an experienced candidate to develop and manage our growing global supply chain as part of Amazon Global Logistics.,Seattle, WA,1277
Virtual eForce,Data Scientist,Data Scientist - Applied Machine Learning,"Either a MS or PhD from a good school, with a focus on machine learning.Either an MS + at least 3 years of industry experience, or a PhD + at least 1 year of…",Bellevue, WA,1278
Microsoft,Data Scientist,Senior Data Scientist,"3+ years machine learning experience, preferably in NLP.Experience/interest in Healthcare and/or Health technology.This is AI for the greater good!",Redmond, WA,1279
CBRE,Data Scientist,Data Scientist,"Combine the scientific method with best practices to design and develop new metrics, deep analyses, and machine learning features for production use.",Seattle, WA,1280
QVC,Data Scientist,Data Scientist,A professional background that includes working with machine learning and optimization techniques applied to real-world business data.,Seattle, WA,1281
Harbor Wholesale Foods,Data Scientist,Head Data Scientist,"Data Lake, Data Lake Analytics, SQL as a service, DWH, Machine Learning, Data Factory, Data Bricks.Excellent project management experience incorporating a wide…",Lacey, WA,1282
Growth Mindset,Data Scientist,Head Data Scientist,"Data Lake, Data Lake Analytics, SQL as a service, DWH, Machine Learning, Data Factory, Data Bricks.The ability to communicate technical details in a fashion…",Lacey, WA,1283
WSP USA,Data Scientist,Transportation Analyst/Data Scientist,"Develop and maintain custom dashboards for clients using RStudio’s Shiny, Tableau, PowerBI, or other platforms as negotiated with clients •Act as key programmer…",Seattle, WA,1284
"Amazon.com Services, Inc.",Data Scientist,"Data Scientist, IMDb TV","Apply statistical and machine learning methods to solve business problems.Programming / scripting experience (Java/Scala, Python, R, Ruby, C#, and/or PHP).",Seattle, WA,1285
Facebook,Data Scientist,"Data Scientist, Analytics - Ads Infrastructure","Projects you own may relate to machine learning training cycle optimization, increase efficiency, lead prioritization, forecasting, or a variety of other…",Seattle, WA,1286
Microsoft,Data Scientist,Principal Data Scientist,Our scientific understanding of human health would be fundamentally advanced.You will join a small applied machine learning team focused on extracting…,Redmond, WA,1287
