company,title,job_title,job_summary,city,state,state1,region
Georgia Tech Research Institute,Data Scientist,"Data Science Researcher I/II Dayton, OH - ACL","Additional duties include modeling and simulation, data mining to identify trends and patterns, statistical analysis of data generated as part of the research…",Dayton,OH, Ohio,Midwest
"T-Cetra, LLC",Data Analyst,Senior Data Analyst,"Experience in analysis, mappings, modeling, designing and implementing quality data management solutions working closely with key business stakeholders.",Dublin,OH, Ohio,Midwest
Nationwide Mutual Insurance Company,Data Scientist,"(Project Staff) Specialist, Data Science","A familiarity with the principles of machine learning, applied predictive modeling, Bayesian modeling, and time series forecasting methods is preferred, and an…",Columbus,OH, Ohio,Midwest
"TACG, LLC",Data Analyst,Senior Data Analyst,"All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity,…",Wright-Patterson AFB,OH, Ohio,Midwest
Fractal Analytics,Data Scientist,Engagement Manager / Lead Data Scientist,"Hands-on experience in SAS and R/Python (2+ yrs), SQl (2+), Machine Learning / Deep Learning (2+ years).The Engagement Manager will effectively collaborate…",Columbus,OH, Ohio,Midwest
84.51°,Data Scientist,"Director, Digital Media Analytics & Data Science",Our data science team leverages large volumes of data to develop powerful sciences using cutting edge machine learning and mathematical techniques to improve…,Cincinnati,OH, Ohio,Midwest
Booz Allen Hamilton,Data Analyst,"Data Analyst Developer, Senior","We’re an EOE that empowers our people—no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran…",Beavercreek,OH, Ohio,Midwest
KPMG,Data Analyst,"Senior Associate, Federal Data Analyst","All qualified applicants are considered for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin,…",Columbus,OH, Ohio,Midwest
JumpStart,Data Scientist,Venture Leader – Data Science & AI,"2+ years of leadership work experience in fields such as data science, digital product development, analytics, platform design/architecture, or quantitative…",Cleveland,OH, Ohio,Midwest
Cincinnati Children's Hospital,Data Scientist,STUDENT II - Zacharias Lab (Developmental Biology) - Computer/Data Science Majors,The Zacharias lab in the Division of Developmental Biology at Cincinnati Children's Hospital Medical Center is looking for a highly motivated undergraduate…,Cincinnati,OH, Ohio,Midwest
PatientPoint,Data Analyst,Senior Business Intelligence & Data Science Analyst,Join the PatientPoint Business Intelligence & Data Science team in our new Cincinnati headquarters office space.What you will be doing.,Cincinnati,OH, Ohio,Midwest
Nationwide Mutual Insurance Company,Data Scientist,"Project Staff, Data Science Technology Implementation Specialist","As an associate, you’ll have the opportunity to design, develop and deploy solutions while working with real-world data to deliver end-to-end automated data…",Columbus,OH, Ohio,Midwest
"TACG, LLC",Data Analyst,Senior Data Analyst/ETL Developer,"All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity,…",Wright-Patterson AFB,OH, Ohio,Midwest
Epsilon,Data Analyst,Senior Marketing Data Analyst,"Epsilon provides equal employment opportunities without regard to race, color, religion, gender, age, national origin, disability, sexual orientation, gender…",Cincinnati,OH, Ohio,Midwest
Deloitte,Data Scientist,Hi-Tech Industry –AI/Data Science/Deep Machine Learning Senior Manager,"Proven experience in business development and delivery of AI, Data Science, Deep Machine Learning, Neural Networks.And many of the world’s top global brands.",Cincinnati,OH, Ohio,Midwest
AEP Energy Inc,Data Scientist,Data Scientist,"This position will primarily be involved in projects that require decision science methodologies (such as predictive and prescriptive modeling, machine learning…",Columbus,OH, Ohio,Midwest
Riverside Research,Data Scientist,Data Scientist,"Develop machine learning, data mining, statistical, and graph-based algorithms to analyze and make sense of data sets.",Wright-Patterson AFB,OH, Ohio,Midwest
Emerald Resource Group,Data Scientist,Data Scientist - Ph.D.,Do you have a solid experience with Python and R or statistical software development background?Machine Learning and Natural Language Processing techniques.,Columbus,OH, Ohio,Midwest
University Hospitals,Data Scientist,Data Scientist,"Responsible for executing projects that require the full data science pipeline including data integration of disparate and centralized data into data marts,…",Mayfield Heights,OH, Ohio,Midwest
Clarigent Health,Data Scientist,Data Scientist,"Use data and artificial intelligence science with a focus on machine learning techniques to perform research, create new approaches and assist with the design,…",Mason,OH, Ohio,Midwest
Battelle,Data Scientist,Cyber Data Scientist I,"Battelle provides employment and opportunities for advancement, compensation, training, and growth according to individual merit, without regard to race, color,…",Columbus,OH, Ohio,Midwest
Claritas,Data Scientist,"Senior Data Scientist, Digital",Uses best practices to develop statistical and machine learning techniques to build models that improve the accuracy of our data and decisions made from data…,Cincinnati,OH, Ohio,Midwest
"Amazon Web Services, Inc.",Data Analyst,Business Analyst (Start-Ups),"Successful candidates will be analytical with business acumen, and detail driven with excellent problem solving skills.",Seattle,WA, Washington,West
CorneaGen,Data Analyst,Business Analyst,"3 to 5 years of experience in computer science, or management information systems. We are CorneaGen’s Technology Services Team!",Seattle,WA, Washington,West
Moss Adams,Data Analyst,Senior Business Analyst,Minimum of 3 years of relevant experience required; Senior Business Analyst (Job Number: Moss Adams brings more West to business.,Seattle,WA, Washington,West
Infoblox,Data Engineer,Senior Data Engineer,"5+ years of experience in data engineering, data science, and related data-centric fields using large-scale data environments.",Tacoma,WA, Washington,West
Solarity Credit Union,Data Analyst,Senior Data Analyst,"Solarity Credit Union is seeking a Senior Data Analyst in Yakima, WA! Solarity is looking for the perfect Senior Data Analyst candidate with the capability to…",Yakima,WA, Washington,West
TransWest,Data Analyst,Program Manager- Data Analyst,"We''re looking for an experienced Program Manager. Our Program Managers own client success and satisfaction by planning, organizing, monitoring and collaborating…",Seattle,WA, Washington,West
Seen by Indeed,Data Analyst,Data Analyst,Seen by Indeed is a free service that connects qualified job-seekers (that's you) with top companies hiring tech roles.,Seattle,WA, Washington,West
Skagit Regional Health,Data Analyst,Performance Improvement Data Analyst,Must demonstrate at least 3 years of formal data analytics experience. Job Title Performance Improvement Data Analyst Overtime Status:,Mount Vernon,WA, Washington,West
"Transaction Network Services, Inc",Data Analyst,Data Analyst,"The Splunk Analyst is responsible for supporting the efforts of the data science team and it’s overall mission of providing a platform for the ingestion,…",Seattle,WA, Washington,West
Neal Analytics,Data Analyst,Jr Data Analyst,2 months with the possibility of extension up to 18 months. Minimum base compensation is $35 per Hour and can go higher depending on experience.,Redmond,WA, Washington,West
Team Red Dog,Data Analyst,Junior Data Analyst,"You want steady income, outstanding benefits and a job that lets you shine doing what you do best. But more than that, you want a role that will let you dive…",Redmond,WA, Washington,West
iconvergence,Data Analyst,Data Analyst,"Strong SQL, Excel, Power BI, SSAS. Analyze different data, and derive insights from the same.",Redmond,WA, Washington,West
Oracle,Data Analyst,Data Analyst,Detailed Description and Job Requirements. Manage the development and implementation process of a specific company product.,Seattle,WA, Washington,West
REI,Data Analyst,"Data Analyst, Sales and Customer Support Contact Center",This entry-level Contact Center Analyst I position contributes to REI’s success by providing reporting and analytical insight to enable data to drive decision…,Sumner,WA, Washington,West
Procter and Gamble,Data Analyst,Data Analyst,Do you love diving into data sets? Would you enjoy telling stories and helping others see the benefit of data based decision-making? We want you to know:,Seattle,WA, Washington,West
Association of Washington Cities,Data Analyst,Applications and Data Analyst,"The top candidate will be highly motivated and detail oriented with strong customer service skills. Ability to pay close attention to detail, including data…",Olympia,WA, Washington,West
